Instances,CCASat,clasp,lingeling,glucose,sinn
Crafted/12/SATChallenge2012_crafted_debugged/urqh1c5x5.shuffled-as.sat03-1468.cnf.mis-103.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-97-100.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n8_i8_pp.cnf.gz,900,7.99748,348.178,122.407,304.558
Crafted/12/SATCompetition2011/crafted/SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf.gz,14.4074,303.313,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/others/sgp_5-5-6.sat05-2675.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/11/03/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g1.cnf.gz,6.68373,35.2856,106.492,115.869,117.025
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07.cnf.gz,900,870.719,0.097549,900,900
Crafted/11/09/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf.gz,900,42.8256,19.4743,39.4051,19.2099
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-25-18-23.sat05-1287.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.14.opt.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/skvortsov/battleship/battleship-18-35-sat.cnf.gz,0.0594999,900,900,607.763,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf.gz,900,73.0855,354.457,393.447,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/phnf/phnf-size10-exclusive-all.used-as.sat04-986.sat05-4198.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.04-s736572600.sat05-546.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/urquhart3_25.shuffled-as.sat03-1553.cnf.mis-101.debugged.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.2.opt.cnf.gz,0.181561,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf.gz,113.725,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf.gz,900,42.0523,148.149,428.463,183.67
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf.gz,0.0575411,900,900,7.71127,708.161
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf.gz,0.342634,68.8528,284.621,79.7108,40.838
Crafted/11/09/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/ramseycube/Q3inK11.cnf.gz,1.34524,247.0,4.86289,2.30616,174.254
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl006.sat05-2718.reshuffled-07.cnf.gz,900,41.9588,26.5392,19.2224,24.4056
Crafted/11/09/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/pret150_60.cnf.mis-99.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod4block_2vars_9gates_u2.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf.gz,0.951739,0.562569,1.36259,1.73335,0.555158
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes3.cnf.gz,7.39581,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgi/new-difficult-24-193-22-70.cnf.gz,7.23277,116.879,2.25462,900,441.62
Crafted/11/11/spence/sgen/sgen3-n200-s00813792-unsat.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest02/ezfact64_6.sat05-453.reshuffled-07.cnf.gz,900,128.661,750.31,900,900
Crafted/11/03/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-unsat-151-100.cnf.mis-114.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf.gz,900,30.0722,90.5941,3.05081,188.468
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf.gz,184.278,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf.gz,900,116.781,184.193,900,900
Crafted/12/Submissions/Combinatorial/puzzles/Hidoku_enu_6.cnf.gz,900,900,157.954,13.6744,6.92154
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_9_3_5_fbc.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/others/sgp_5-6-8.sat05-2669.reshuffled-07.cnf.gz,900,900,601.544,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod3block_4vars_11gates_b2_restricted.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/compact/em_7_4_8_cmp.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf.gz,9.09175,900,900,900,900
Crafted/11/11/mosoi/289/289-unsat-6x34.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf.gz,0.0733671,38.1253,0.02918,0.029636,0.0156251
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/modcircuits/mod4block_2vars_11gates_u2_autoenc.cnf.gz,900,107.367,401.463,900,900
Crafted/11/09/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf.gz,864.093,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2640c305320g4.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes7.cnf.gz,18.5717,653.208,900,900,897.991
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-75.cnf.gz,900,1.36167,7.19954,1.71429,0.98655
Crafted/11/05/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf.gz,900,900,58.1853,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/all/em_7_3_6_all.cnf.gz,89.6858,0.575829,13.6017,7.47943,10.0272
Crafted/11/11/spence/sgen/sgen3-n180-s33098896-unsat.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.73.opt.cnf.gz,6.0635,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-95.cnf.gz,900,1.83039,9.08483,2.19529,1.31755
Crafted/11/07/spence/hard/s113-100.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Difficult/contest05/sabharwal/counting-harder-php-018-017.sat05-1189.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/edgematching/explicit/em_14_7_3_exp.cnf.gz,900,141.539,10.7122,34.1302,46.3099
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/explicit/em_7_4_8_exp.cnf.gz,900,32.294,55.5162,97.5698,41.533
Crafted/11/11/spence/sgen/sgen3-n170-s56409011-unsat.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf.gz,900,0.0656541,0.364605,0.072477,0.0717761
Crafted/09/CRAFTED/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-139-100.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf.gz,900,1.85001,3.47912,12.5168,2.13458
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n9_i9_pp_ci_ce.cnf.gz,900,770.757,900,113.062,179.952
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest03/looksrandom/hgen8-n320-02-S1127428711.sat05-484.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-81.cnf.gz,900,1.56049,7.22195,1.85184,1.10225
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/11/11/spence/sgen/sgen3-n190-s29985700-unsat.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf.gz,900,900,0.074636,900,900
Crafted/11/02/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf.gz,0.152253,12.5997,900,900,900
Crafted/11/11/mosoi/289/289-unsat-13x32.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf.gz,900,1.66027,6.98352,3.52899,6.54428
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-68.cnf.gz,900,1.22073,6.41859,1.5111,0.890854
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf.gz,0.0544919,900,900,900,425.733
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-18_313.cnf.gz,900,7.88411,14.3931,7.19097,9.7598
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf.gz,900,2.85495,3.61956,0.529559,0.557987
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-18_298.cnf.gz,13.2714,1.67442,32.6948,13.251,21.3014
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/edgematching/all/em_9_3_5_all.cnf.gz,900,2.70917,4.93103,46.7287,20.6859
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.35.opt.cnf.gz,3.69754,900,900,900,900
Crafted/11/03/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/random/unforced/rbsat-v2100c215164g9.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf.gz,900,176.842,91.436,172.797,39.91
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf.gz,1.0153,10.8395,4.70948,31.3851,2.77773
Crafted/11/03/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/gt-ordering-sat-gt-030.sat05-1295.reshuffled-07.cnf.gz,900,846.354,0.748676,656.741,94.8619
Crafted/12/SATCompetition2007/crafted/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf.gz,900,526.29,333.884,900,627.26
Crafted/12/SATCompetition2007/crafted/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf.gz,79.621,900,900,900,371.506
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes2.cnf.gz,111.997,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/pmg-11-UNSAT.sat05-3939.reshuffled-07.cnf.mis-111.debugged.cnf.gz,900,900,900,900,900
Crafted/11/11/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf.gz,900,900,123.837,10.6103,91.2459
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n7_i7_pp_ci_ce.cnf.gz,900,76.6981,59.2442,17.1119,38.1129
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-random-132906006427000-10-10-35-OR-sat.cnf.gz,900,900,660.918,900,790.015
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf.gz,900,900,155.509,900,900
Crafted/11/09/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf.gz,270.398,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf.gz,900,3.80573,28.0612,74.5754,43.1127
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf.gz,900,52.7583,1.04292,576.163,99.2485
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.10.opt.cnf.gz,141.302,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-88.cnf.gz,900,1.85041,8.51251,2.01078,1.18476
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf.gz,59.0777,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/skvortsov/battleship/battleship-3-5-sat.cnf.gz,0.0274141,0.0168869,0.012155,0.028246,0.00791402
Crafted/11/02/simon/satex-challenges/c6288.shuffled.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-26_633.cnf.gz,900,900,900,900,900
Crafted/11/02/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf.gz,0.0193661,0.04895,0.050873,0.085048,0.023336
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_592.cnf.gz,87.8386,900,900,900,900
Crafted/11/11/mosoi/289/289-unsat-17x27.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgi/new-difficult-21-168-19-90.cnf.gz,0.133183,324.715,320.535,900,626.44
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_l1.used-as.sat04-893.sat05-4187.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n24himBHm26-p0-q256.cnf.gz,0.0384071,0.0435671,0.115992,0.06965,0.023103
Crafted/09/CRAFTED/SAT09/CRAFTED/ramseycube/Q3inK08.cnf.gz,0.0224041,0.048238,0.077511,0.0648781,0.0345861
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf.gz,900,60.444,348.83,233.616,248.505
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g8.cnf.gz,5.48536,164.387,900,423.729,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_7_4_8_fbc.cnf.gz,900,600.097,900,49.5135,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-64.cnf.gz,900,1.12698,6.05894,1.39636,0.839755
Crafted/12/SATChallenge2012_crafted_debugged/urquhart4_25bis.shuffled-as.sat03-1554.cnf.mis-127.debugged.cnf.gz,900,900,900,900,900
Crafted/11/11/mosoi/289/289-sat-11x9.cnf.gz,0.0300479,0.0905351,0.137827,0.271934,0.06547
Crafted/12/SATCompetition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf.gz,900,391.797,287.927,763.616,761.978
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf.gz,192.132,900,900,900,900
Crafted/11/09/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf.gz,18.8165,900,900,900,900
Crafted/11/05/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf.gz,179.312,2.80082,3.89255,17.2399,2.03761
Crafted/09/CRAFTED/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-115-100.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf.gz,900,17.9375,1.2043,136.852,6.27543
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest03/others/color-18-4.sat05-443.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/ramseycube/Q3inK12.cnf.gz,4.0786,263.798,25.9102,9.25742,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/skvortsov/battleship/battleship-24-47-sat.cnf.gz,0.216342,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf.gz,900,0.416842,3.38653,6.68868,60.2643
Crafted/11/03/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-31_930.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes7.cnf.gz,18.7103,136.616,90.4872,285.831,304.047
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf.gz,0.014369,677.835,0.0423231,0.0610761,0.0242851
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf.gz,900,239.393,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf.gz,900,42.6503,0.00659089,79.086,53.3618
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf.gz,900,48.2349,34.3943,33.4398,22.7453
Crafted/11/03/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-2.sat05-2264.reshuffled-07.cnf.gz,900,610.786,0.067365,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes4.cnf.gz,53.3163,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-unsat-145-100.cnf.mis-108.debugged.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g2.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/3blocks.cnf.mis-137.debugged.cnf.gz,900,54.5526,31.0436,9.26083,19.5676
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n24himBHm27-p0-q257.cnf.gz,0.040268,0.046407,0.125506,0.0848941,0.0236899
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n25himBHm27-p0-q250.cnf.gz,0.04177,0.049587,0.136459,0.0936421,0.024725
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf.gz,900,0.102321,2.29318,0.224779,0.136483
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-77.cnf.gz,900,1.57741,7.5406,1.70322,1.02991
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf.gz,900,17.3773,16.5781,57.7788,2.77646
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-one-one-10-30-unsat.cnf.gz,900,826.901,325.601,352.238,340.55
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf.gz,65.3311,837.694,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.46.opt.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf.gz,900,79.0229,70.2544,31.9201,45.6363
Crafted/12/SATChallenge2012_crafted_debugged/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf.mis-119.debugged.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes10.cnf.gz,7.99763,67.2833,362.033,8.5837,137.468
Crafted/12/Submissions/Combinatorial/sgen4-sat2012-sat/sgen4-sat-180-8.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/phnf/phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf.gz,900,1.48495,0.044199,40.2906,28.3724
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/random/unforced/rbsat-v2400c266431g10.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/spence/medium/s57-100.cnf.gz,900,0.85743,1.29443,1.16579,3.02264
Crafted/11/03/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/skvortsov/battleship/battleship-19-37-sat.cnf.gz,0.0545329,900,900,900,900
Crafted/11/02/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf.gz,900,0.021877,0.03415,0.0302949,0.0117501
