Instances,CCASat,clasp,lingeling,glucose,sinn
Crafted/12/SATCompetition2011/crafted/SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-65.cnf.gz,900,1.19445,6.33078,1.42665,0.845547
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_7_3_6_fbc.cnf.gz,900,900,900,39.2147,900
Crafted/11/09/rbsat/random/unforced/rbsat-v2100c215164g4.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf.gz,900,23.9507,120.851,106.852,34.1805
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/ramseycube/Q32inK11.cnf.gz,900,102.85,30.8452,31.166,330.708
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes9.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf.gz,900,900,900,900,900
Crafted/11/05/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/all/em_11_3_4_all.cnf.gz,900,6.39899,25.9346,83.4264,1.11518
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-one-one-10-34-sat.cnf.gz,900,304.695,647.997,270.807,62.8875
Crafted/11/09/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/modcircuits/mod5block_2vars_12gates.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf.gz,900,56.3428,193.644,813.743,15.3943
Crafted/11/11/skvortsov/battleship/battleship-15-15-unsat.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/x1_64.shuffled-as.sat03-1594.cnf.mis-125.debugged.cnf.gz,900,900,900,900,900
Crafted/11/11/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf.gz,5.654,471.092,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00200.sat05-1329.reshuffled-07.cnf.gz,900,0.308976,10.3252,0.626194,0.497688
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-73.cnf.gz,900,1.35743,7.13845,1.6391,0.972341
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf.gz,900,53.4732,17.6346,69.192,24.4964
Crafted/12/SATCompetition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-FIFO.used-as.sat04-991.sat05-4192.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-87.cnf.gz,900,1.70166,8.38841,1.96534,1.15995
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf.gz,900,71.6592,200.704,85.8261,138.689
Crafted/09/CRAFTED/SAT07/crafted/Difficult/contest05/sabharwal/counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-300-100.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf.gz,19.7993,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/all/em_7_4_9_all.cnf.gz,900,0.459408,4.81231,2.13993,10.35
Crafted/11/03/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest-02-03-04/contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07.cnf.gz,900,229.285,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-97.cnf.gz,900,1.94476,10.2255,2.23837,1.3395
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf.gz,13.8812,900,253.321,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf.gz,900,527.781,900,900,900
Crafted/11/11/skvortsov/automata-synchronization/crn_20_360_u.cnf.gz,900,900,900,462.609,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.104.opt.cnf.gz,444.867,900,900,900,900
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g2.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf.gz,900,90.4367,21.5081,45.4431,22.4611
Crafted/12/SATCompetition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf.gz,900,780.523,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf.gz,900,60.4402,506.036,321.749,445.967
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-83.cnf.gz,900,1.53436,7.91872,1.89673,1.14675
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf.gz,0.665285,369.492,900,900,19.1625
Crafted/12/SATCompetition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf.gz,900,70.0969,0.0742849,900,188.141
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-unsat-97-100.cnf.mis-72.debugged.cnf.gz,900,119.232,115.225,8.81793,26.343
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/others/linvrinv9.sat05-568.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n6_i6_pp.cnf.gz,900,1.01641,1.38267,1.05234,0.430753
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g4.cnf.gz,4.09756,277.979,900,900,693.469
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf.gz,900,45.4442,30.2093,155.145,63.8504
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes9.cnf.gz,12.6737,158.96,23.0562,750.165,620.847
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes1.cnf.gz,13.3857,125.536,24.3788,11.4089,900
Crafted/11/02/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf.gz,0.196936,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf.gz,5.98469,0.304881,2.31706,565.997,0.265921
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.70.opt.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf.gz,2.399,1.30734,5.23682,36.837,0.760732
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest03/others/bqwh.40.reg.520.sat05-433.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-72.cnf.gz,900,1.40583,6.43453,1.616,0.951919
Crafted/11/03/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf.gz,900,203.765,674.352,298.315,417.03
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.8.opt.cnf.gz,809.081,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf.gz,14.4091,137.553,217.807,290.703,45.6235
Crafted/12/SATChallenge2012_crafted_debugged/par32-3.debugged.cnf.gz,0.08434,0.0243911,0.172916,0.069837,0.0571451
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/spence/medium/s69-100.cnf.gz,900,7.95356,8.76946,37.021,29.6626
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes7.cnf.gz,6.75668,677.784,900,900,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf.gz,900,900,0.0615431,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf.gz,51.8831,900,900,900,900
Crafted/11/09/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/er/ph11.cnf.gz,900,473.515,760.154,753.375,900
Crafted/12/Submissions/Combinatorial/sgen4-sat2012-unsat/sgen4-unsat-65-1.cnf.gz,900,3.82522,6.56535,10.4303,23.6593
Crafted/12/SATChallenge2012_crafted_debugged/aim-200-6_0-yes1-4.cnf.mis-135.debugged.cnf.gz,900,900,900,900,900
Crafted/11/11/mosoi/289/289-unsat-21x14.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf.gz,900,0.184696,6.51929,0.486312,0.259497
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgi/satsgi-n23himBHm25-p0-q240.cnf.gz,0.0371531,0.051242,0.157121,0.083416,0.020761
Crafted/12/SATCompetition2007/crafted/Hard/contest03/others/hwb-n26-03-S540351185.sat05-490.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf.gz,900,443.589,749.719,876.395,559.301
Crafted/11/02/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf.gz,900,3.57389,7.17438,5.23813,19.2938
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes5.cnf.gz,4.32382,15.765,12.4582,60.1731,61.18
Crafted/11/11/mosoi/289/289-unsat-21x40.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Combinatorial/puzzles/Hidoku_enu_8.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/random/unforced/rbsat-v1375c111739g6.cnf.gz,900,900,900,900,900
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf.gz,900,900,613.274,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf.gz,900,48.9227,25.5043,10.2383,66.6574
Crafted/11/05/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf.gz,900,900,900,900,900
Crafted/11/11/mosoi/289/289-sat-5x8.cnf.gz,0.0257111,0.017616,0.0274111,0.0358151,0.0139251
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-random-132906006204477-10-10-32-OR-unsat.cnf.gz,900,753.485,522.471,391.898,488.066
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf.gz,42.0172,519.916,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest03/looksrandom/hgen7-n390-02-S178568232.sat05-479.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/11/11/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf.gz,0.156688,331.205,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/er/mutcb12.cnf.gz,900,3.16433,1.19697,2.2155,2.18708
Crafted/11/09/rbsat/random/unforced/rbsat-v945c61409g3.cnf.gz,16.4479,900,900,531.606,900
Crafted/12/SATCompetition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl001.sat05-2695.reshuffled-07.cnf.gz,900,33.2702,32.113,39.1348,20.4733
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes4.cnf.gz,5.20766,61.5513,66.0545,46.4807,83.2128
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/others/Composite-064BitPrimes-1.sat05-506.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n6_i7_pp.cnf.gz,900,13.959,14.1761,4.70417,1.85803
Crafted/12/SATCompetition2009/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes6.cnf.gz,5.20323,22.7347,33.6547,147.614,93.612
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/parity-games/instance_n2_i3_pp_ci_ce.cnf.gz,900,0.0285609,0.0248059,0.074151,0.00769695
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf.gz,8.15237,140.268,168.439,25.6138,218.745
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n4_i4_pp.cnf.gz,900,0.042497,0.221804,0.084123,0.041105
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.85.opt.cnf.gz,127.708,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp11-main-track-unselected/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-18_300.cnf.gz,900,14.545,31.814,19.141,27.0419
Crafted/11/03/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf.gz,900,900,900,900,900
Crafted/11/11/skvortsov/battleship/battleship-7-13-sat.cnf.gz,0.0158971,0.0624641,0.0220569,0.808694,0.00976495
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.78.opt.cnf.gz,3.23868,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/modcircuits/mod3block_2vars_10gates_u2_autoenc.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf.gz,900,751.946,900,900,900
Crafted/11/09/rbsat/random/unforced/rbsat-v1150c84314g1.cnf.gz,33.9153,900,900,900,900
Crafted/11/03/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf.gz,900,900,900,900,900
Crafted/11/04/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf.gz,900,104.448,139.753,303.995,284.111
Crafted/11/11/mosoi/289/289-unsat-9x32.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/x2_56.shuffled-as.sat03-1602.cnf.mis-110.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/spence/medium/s77-100.cnf.gz,900,30.806,60.8681,171.014,269.535
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-random-132906006493326-10-10-35-OR-sat.cnf.gz,900,651.79,900,364.866,666.662
Crafted/11/11/skvortsov/automata-synchronization/crn_40_1521_s.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-86.cnf.gz,900,1.58214,8.29656,1.94857,1.24002
Crafted/12/SATChallenge2012_crafted_debugged/Urquhart-s5-b3.shuffled-as.sat03-1572.cnf.mis-95.debugged.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf.gz,900,1.90219,0.02261,1.74335,2.18321
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/sgen/sat/sgen1-sat-100-100.cnf.gz,0.816326,1.55229,0.395151,3.5251,0.931914
Crafted/11/05/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATChallenge2012_crafted_debugged/sgen1-unsat-133-100.cnf.mis-99.debugged.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes2.cnf.gz,4.95251,40.4976,83.3545,52.9318,215.963
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf.gz,66.6124,758.092,60.1839,438.332,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest02/ezfact256_1.sat05-464.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g8.cnf.gz,40.656,553.649,900,155.785,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf.gz,900,1.28364,3.07269,1.29988,1.60476
Crafted/12/SATCompetition2011/crafted/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf.gz,900,900,0.020491,900,900
Crafted/12/SATCompetition2011/crafted/SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf.gz,12.4367,0.530412,3.25557,10.2561,0.239544
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/sgi/sgi-difficult4.cnf.gz,0.0368589,0.0540029,0.170631,0.073244,0.0337359
Crafted/12/SATCompetition2011/crafted/SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf.gz,1.78481,900,900,900,900
Crafted/11/11/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf.gz,900,0.103597,3.84825,0.351421,0.136744
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf.gz,900,80.2776,112.899,900,900
Crafted/12/SATCompetition2011/crafted/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf.gz,900,456.058,900,35.2663,275.976
Crafted/12/SATCompetition2011/crafted/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n4_i4_pp_ci_ce.cnf.gz,900,0.0465439,0.220747,0.10069,0.029033
Crafted/11/11/mosoi/289/289-sat-7x6.cnf.gz,0.026978,0.0187619,0.0469041,0.0345431,0.0144169
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-76.cnf.gz,900,1.46044,7.32761,1.66985,1.00794
Crafted/12/SATCompetition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d-0.02-s1542454144.sat05-533.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g5.cnf.gz,18.9093,284.08,900,900,553.909
Crafted/12/SATCompetition2007/crafted/Medium/contest05/sabharwal/counting-clqcolor-unsat-set-b-clqcolor-08-06-07.sat05-1257.reshuffled-07.cnf.gz,900,3.54397,14.0262,7.65574,8.90364
Crafted/11/11/mosoi/289/289-sat-6x20.cnf.gz,0.0423901,0.14987,0.132866,0.168808,0.106788
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf.gz,900,12.0612,23.5524,1.6167,2.49219
Crafted/11/04/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf.gz,0.0474601,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Medium/contest05/pebbling/unsat-grid-pbl-0080.sat05-1344.reshuffled-07.cnf.gz,900,0.0569321,0.304872,0.215803,0.0515301
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest03/others/color-11-3.sat05-445.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-luckySeven.used-as.sat04-990.sat05-4196.reshuffled-07.cnf.gz,900,900,181.973,74.9161,189.591
Crafted/11/09/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf.gz,44.7337,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-99.cnf.gz,900,1.96636,10.1034,2.24367,1.3933
Crafted/12/sc2012HardCombinatorial/satcomp09-main-track-unselected/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes10.cnf.gz,34.5359,900,900,900,900
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2640c305320g6.cnf.gz,900,900,900,900,900
Crafted/12/Submissions/Random/fixed-shape-forced-300-354-2-2-3-2/fsf-300-354-2-2-3-2.57.opt.cnf.gz,0.630289,900,900,900,900
Crafted/09/CRAFTED/SAT07/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf.gz,900,900,900,900,900
Crafted/11/09/rbsat/random/unforced/rbsat-v945c61409g6.cnf.gz,900,900,900,900,900
Crafted/11/11/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/sgi/new-difficult-26-243-24-70.cnf.gz,20.2826,900,900,900,900
Crafted/12/sc2012HardCombinatorial/satrace-unselected/repeat/prime2209/prime2209-78.cnf.gz,900,1.45798,7.697,1.72386,1.04041
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/parity-games/instance_n7_i8_pp.cnf.gz,900,90.5092,41.6069,63.3031,18.4593
Crafted/09/CRAFTED/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf.gz,900,177.873,900,560.379,719.933
Crafted/12/SATCompetition2011/crafted/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf.gz,900,900,900,900,900
Crafted/11/05/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf.gz,900,494.625,80.1518,900,900
Crafted/12/sc2012HardCombinatorial/SATChallenge2012_submitted/combinatorial_sat/EnsembleComputation/jkkk-random-132906006583172-10-10-32-OR-unsat.cnf.gz,900,900,900,900,900
Crafted/12/SATCompetition2009/crafted/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes1.cnf.gz,4.28929,900,900,900,900
Crafted/12/SATCompetition2007/crafted/spence/medium/s81-100.cnf.gz,900,102.805,224.335,156.91,900
Crafted/11/11/skvortsov/battleship/battleship-8-15-sat.cnf.gz,0.0175951,0.1527,0.0234651,2.1538,0.00961008
Crafted/09/CRAFTED/SAT09/CRAFTED/parity-games/instance_n8_i9_pp_ci_ce.cnf.gz,900,900,900,900,900
Crafted/11/11/mosoi/289/289-unsat-21x39.cnf.gz,900,900,900,900,900
