Instances,smodels/default-n1,claspInternal/crafted-n1,cmodels/default-n1
ASPExtended/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init8.gz,900,7.41415,1.46689
ASPExtended/planning/dispose/p02_05.lp-19-3319.sm.gz,900,900,7.31542
ASPExtended/ASP-Comp-2009-Lparse/CompTravellingSalesperson/tsp_rand_70_300_1155482584_11.lp.gz,0.236083,0.030089,191.061
ASPExtended/planning/comm/p15.lp-37-485.sm.gz,900,348.825,900
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_05.lp.gz,900,11.3594,13.897
ASPExtended/gridpuzzle/nurikabe-5.lp.lp.gz,0.490466,1.22999,9.32196
ASPExtended/gridpuzzle/nurikabe-3.lp.lp.gz,3.06147,1.31297,9.00871
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.20_50.7.lp.gz,54.1166,0.897947,1.35322
ASPExtended/ASP-Comp-2009-Lparse/CompFastfood/a3.3.2.asp.gz,340.161,1.71362,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w2_g2_s4.dlv.dat.lp.lp.gz,0.0150831,0.0111639,0.0190639
ASPExtended/ASP-Comp-2011-Lparse/20-Numberlink/86-numberlink-0-0.asp.gz,900,900,900
ASPExtended/LTL-BMC/dp_8.formula1-s-O2-b8.sm.gz,0.704699,0.0226301,0.124242
ASPExtended/planning/dispose/p02_05.lp-21-1841.sm.gz,900,92.2703,48.7976
ASPExtended/laby/laby_15_15_13.lp.gz,900,900,900
ASPExtended/laby/laby_11_11_05.lp.gz,900,2.85563,2.89541
ASPExtended/hardwareASP/hard_inst_9_5_26914.gr.gz,900,900,34.3242
ASPExtended/laby/laby_19_19_19.lp.gz,900,513.734,71.8722
ASPExtended/RicochetRobots/rr10-11.sm.gz,900,900,900
ASPExtended/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_20_20_t19.lp.gz,20.4108,0.52206,6.69813
ASPExtended/laby/laby_20_20_05.lp.gz,900,900,900
ASPExtended/graph_colouring/graph-colouring-nodes=145-density=0.1-instance=6.sm.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko019.lp-22-5288.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.21.lp.gz,0.667516,0.041007,0.108896
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_15.lp.gz,900,100.329,132.385
ASPExtended/coala/blocksworld/coala_b14_21.lparse.gz,900,900,221.827
ASPExtended/laby/laby_18_18_02.lp.gz,900,900,311.169
ASPExtended/ASP-Comp-2007-Lparse/SLparse/15-PuzzleCompetition/15-puzzle.init7.gz,900,16.2534,17.2917
ASPExtended/Sokoban-Hard/handmade_soko029.lp-29-359.sm.gz,900,648.352,400.836
ASPExtended/hardwareASP/hard_inst_7_10_460.gr.gz,900,900,29.2445
ASPExtended/ASP-Comp-2011-Lparse/22-HanoiTower/59-hanoi_tower-120-0.asp.gz,900,900,900
ASPExtended/ggp/kitten_escapes_from_fire.gdlclingo.pl.gr.gz,0.0125349,0.0110701,0.0142309
ASPExtended/SolitaireBackward/solitare_backward_t21_p22.lp.lp.gz,900,5.19671,34.3687
ASPExtended/planning/dispose/p04_01.lp-16-482.sm.gz,900,248.713,81.8624
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721326070.dat.gz,6.20446,2.10263,5.75271
ASPExtended/Sokoban-Hard/handmade_soko013.lp-37-10438.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721326970.dat.gz,9.03864,3.81664,8.37381
ASPExtended/laby/laby_20_20_16.lp.gz,900,274.294,900
ASPExtended/ASP-Comp-2011-Lparse/12-KnightTour/07-knight_tour-30-0.asp.gz,138.342,134.724,900
ASPExtended/hardwareASP/hard_inst_5_8_13347.gr.gz,900,56.7635,5.78313
ASPExtended/Sokoban-Hard/handmade_soko024.lp-18-295.sm.gz,900,62.1389,900
ASPExtended/Sokoban-Hard/handmade_soko025.lp-22-13878.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=14-height=14-density=0.01-run=3.gz,900,1.24658,0.764112
ASPExtended/planning/dispose/p03_02.lp-15-183.sm.gz,900,331.04,21.102
ASPExtended/graph_colouring/graph-colouring-nodes=145-density=0.1-instance=2.sm.gz,900,900,715.491
ASPExtended/laby/laby_10_10_20.lp.gz,9.28225,2.45842,2.8969
ASPExtended/Sokoban-Hard/handmade_soko036.lp-20-20100.sm.gz,900,900,900
ASPExtended/Fastfood/a9.8.61.sm.gz,0.0990721,0.012191,0.088081
ASPExtended/planning/dispose/p03_03.lp-17-525.sm.gz,900,900,900
ASPExtended/laby/laby_18_18_04.lp.gz,900,462.159,900
ASPExtended/graph_colouring/graph-colouring-nodes=135-density=0.1-instance=6.sm.gz,900,900,415.99
ASPExtended/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.33.lp.gz,0.0917331,0.021587,0.0482731
ASPExtended/ASP-Comp-2011-Lparse/33-MazeGeneration/14-maze_generation-0-0.asp.gz,2.08942,0.135425,0.258113
ASPExtended/ggp/aipsrovers01.gdlclingo.pl.gr.gz,12.9732,0.915244,48.1052
ASPExtended/planning/dispose/p02_06.lp-17-7862.sm.gz,900,468.242,2.10714
ASPExtended/planning/comm/p09.lp-30-405.sm.gz,900,112.57,537.692
ASPExtended/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235851242_0_k=3_v=15_e=25_sat.gph.gz,6.63071,0.359908,0.639429
ASPExtended/planning/dispose/p03_09.lp-16-398.sm.gz,900,900,32.7661
ASPExtended/planning/dispose/p02_07.lp-20-20100.sm.gz,900,24.2594,16.7665
ASPExtended/HamiltonClumpy/22/clumpy-22x22_03.sm.gz,900,5.20449,741.605
ASPExtended/hardwareASP/hard_inst_11_12_18060.gr.gz,900,900,61.9812
ASPExtended/laby/laby_22_22_09.lp.gz,900,317.886,900
ASPExtended/hardwareASP/hard_inst_9_7_6566.gr.gz,900,900,50.5083
ASPExtended/hardwareASP/hard_inst_11_10_24491.gr.gz,900,900,118.278
ASPExtended/Fastfood/a2.9.22.sm.gz,0.296228,0.014161,0.100426
ASPExtended/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235336870_0_k=8_sat.gph.gz,0.335101,0.0280651,0.260459
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.50.asp.gz,0.120298,0.0446649,0.416114
ASPExtended/BoundedSpanningTree/104_rand_45_250_1727052928_0.gph.lp.gz,900,0.95979,8.09346
ASPExtended/ASP-Comp-2007-Lparse/SLparse/Factoring/fact.grnd.unsat.30.gz,14.4735,6.47348,5.30019
ASPExtended/hardwareASP/hard_inst_5_11_20848.gr.gz,900,900,9.61055
ASPExtended/Sokoban-Hard/handmade_soko021.lp-19-10048.sm.gz,900,900,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g4_s6.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.59.asp.gz,0.17225,0.0944039,1.53946
ASPExtended/planning/comm/p10.lp-36-20100.sm.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_5_6_14345.gr.gz,900,10.037,3.80353
ASPExtended/gridpuzzle/heyawake-10.lp.lp.gz,178.196,4.1922,12.4949
ASPExtended/planning/coins/coins14.lp-21-108.sm.gz,900,11.1223,59.5656
ASPExtended/planning/comm/p05.lp-28-2197.sm.gz,900,900,22.2233
ASPExtended/Sokoban-Hard/handmade_soko045.lp-16-8621.sm.gz,900,900,900
ASPExtended/Factoring/fact.grnd.unsat.10.lp.gz,0.0393591,0.0255939,0.039677
ASPExtended/planning/dispose/p03_06.lp-19-20100.sm.gz,900,900,120.327
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.10.x.10.b.5.a.25_sat.data.gz,412.748,1.03413,0.333282
ASPExtended/SolitaireBackward/solitare_backward_t18_p19.lp.lp.gz,900,0.144105,9.53187
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_01.lp.gz,900,900,631.651
ASPExtended/laby/laby_21_21_07.lp.gz,900,900,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w4_g4_s6.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_19.lp.gz,900,2.21066,8.32129
ASPExtended/HamiltonianCycle/rand_150_1200_1154711577_7.gph.lp.gz,900,0.112988,0.717028
ASPExtended/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_7.gph.gz,900,900,68.5641
ASPExtended/hardwareASP/hard_inst_5_7_28562.gr.gz,900,40.9604,4.87455
ASPExtended/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.lp.gz,900,0.586371,4.747
ASPExtended/laby/laby_22_22_16.lp.gz,900,37.1365,86.4429
ASPExtended/graph_colouring/graph-colouring-nodes=125-density=0.1-instance=6.sm.gz,1.69434,0.041506,1.84626
ASPExtended/hardwareASP/hard_inst_9_8_25499.gr.gz,900,900,72.5614
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721262093.dat.gz,45.0902,7.80646,12.9313
ASPExtended/laby/laby_17_17_07.lp.gz,900,199.443,26.829
ASPExtended/BoundedSpanningTree/104_rand_45_250_1727043336_0.gph.lp.gz,90.167,0.965833,8.36804
ASPExtended/planning/dispose/p03_07.lp-16-417.sm.gz,900,109.162,38.467
ASPExtended/Synthesis/mutex3IDFD.sm.gz,0.0449611,0.0149161,0.0505289
ASPExtended/hardwareASP/hard_inst_9_5_17613.gr.gz,900,900,32.3879
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g3_s2.dlv.dat.lp.lp.gz,368.894,0.495237,1.17209
ASPExtended/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in6.gz,900,900,900
ASPExtended/SolitaireBackward/solitare_backward_t29_p30.lp.lp.gz,900,692.49,188.866
ASPExtended/planning/comm/p08.lp-30-925.sm.gz,900,200.393,256.165
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.60.asp.gz,0.0691329,0.0483341,0.405715
ASPExtended/HamiltonianPath/gryzzles.14.lp.gz,0.0921631,0.0292481,0.131032
ASPExtended/SolitaireBackward/solitare_backward_t19_p20.lp.lp.gz,900,0.684584,12.1215
ASPExtended/HamiltonClumpy/08/clumpy-08x08_03.sm.gz,0.077104,0.0140949,0.0329181
ASPExtended/BoundedSpanningTree/122_rand_35_250_1700167469_0.gph.lp.gz,900,0.762976,4.85665
ASPExtended/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss1.gz,5.68107,3.71078,10.2973
ASPExtended/hardwareASP/hard_inst_6_9_23929.gr.gz,900,900,12.8661
ASPExtended/BoundedSpanningTree/122_rand_35_250_1700163981_0.gph.lp.gz,900,0.531237,4.8089
ASPExtended/ASP-Comp-2009-Lparse/CompFastfood/a9.8.71.asp.gz,1.44125,0.128646,1.81284
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/15.3.schur.lp.gz,900,21.8957,13.4403
ASPExtended/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.13.x.13.r.3.541669225.993881.data_k=2_l=6_sat.gph.gz,485.529,0.107235,0.812999
ASPExtended/hardwareASP/hard_inst_7_6_1056.gr.gz,900,900,12.2399
ASPExtended/ASP-Comp-2011-Lparse/33-MazeGeneration/41-maze_generation-0-0.asp.gz,1.99759,0.180155,0.491115
ASPExtended/ASP-Comp-2011-Lparse/26-Solitaire/5-solitaire-150-0.asp.gz,900,900,900
ASPExtended/HamiltonianPath/gryzzles.44.lp.gz,0.087831,0.0273649,0.0789899
ASPExtended/ASP-Comp-2011-Lparse/17-Labyrinth/123-labyrinth-17-0.asp.gz,900,6.48073,26.2859
ASPExtended/hardwareASP/hard_inst_11_7_24468.gr.gz,900,900,169.31
ASPExtended/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_80_500_1235848939_0_k=6_unsat.gph.gz,568.936,37.6228,8.69404
ASPExtended/planning/comm/p13.lp-37-3116.sm.gz,900,900,900
ASPExtended/ASP-Comp-2007-Lparse/SLparse/Hashiwokakero/hashiwokakero-size11-puzzle5.gz,0.376478,0.251539,0.420481
ASPExtended/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=28.gz,900,1.26261,0.837628
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.5.a.25_sat.data.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_17_17_02.lp.gz,647.028,253.406,25.3866
ASPExtended/planning/dispose/p02_04.lp-20-899.sm.gz,900,24.8962,36.8673
ASPExtended/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t24.lp.gz,2.97717,0.118405,0.683937
ASPExtended/planning/coins/coins08.lp-26-4246.sm.gz,900,900,125.841
ASPExtended/hardwareASP/hard_inst_7_9_22724.gr.gz,900,900,22.9367
ASPExtended/laby/laby_21_21_20.lp.gz,900,900,900
ASPExtended/planning/dispose/p03_06.lp-17-5563.sm.gz,900,900,70.3629
ASPExtended/hardwareASP/hard_inst_9_9_32457.gr.gz,900,900,69.4083
ASPExtended/ASP-Comp-2011-Lparse/22-HanoiTower/57-hanoi_tower-120-0.asp.gz,900,900,900
ASPExtended/planning/dispose/p02_10.lp-23-1789.sm.gz,900,478.88,900
ASPExtended/BoundedSpanningTree/122_rand_35_250_1700139696_0.gph.lp.gz,41.8989,0.571601,4.92406
ASPExtended/graph_colouring/graph-colouring-nodes=125-density=0.1-instance=2.sm.gz,2.12359,0.037704,0.095328
ASPExtended/SolitaireForward/solitare_forward_t25.lp.lp.gz,4.90199,0.168042,0.870419
ASPExtended/HamiltonClumpy/22/clumpy-22x22_10.sm.gz,900,0.925216,67.2192
ASPExtended/hardwareASP/hard_inst_6_6_31890.gr.gz,900,233.386,6.68981
ASPExtended/hardwareASP/hard_inst_11_8_22827.gr.gz,900,900,163.095
ASPExtended/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_1.gph.lp.gz,900,3.95586,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g3_s6.dlv.dat.lp.lp.gz,282.273,0.573615,1.31151
ASPExtended/graph_colouring/graph-colouring-nodes=130-density=0.1-instance=2.sm.gz,0.620233,0.1196,0.10835
ASPExtended/HamiltonianCycle/rand_150_1200_1154711577_3.gph.lp.gz,900,0.073097,3.24243
ASPExtended/graph_colouring/graph-colouring-nodes=145-density=0.1-instance=10.sm.gz,900,900,884.376
ASPExtended/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_100_800_1155012316_9.gph.gz,0.664363,0.039859,0.655592
ASPExtended/RicochetRobots/rr10-08.sm.gz,900,236.119,84.5561
ASPExtended/SocialGolfer/csp010-SocialGolfer_w7_g4_s4.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/SolitaireBackward/solitare_backward_t36_p37.lp.lp.gz,0.142185,0.052698,0.114085
ASPExtended/graph_colouring/graph-colouring-nodes=150-density=0.1-instance=1.sm.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko027.lp-21-20100.sm.gz,900,900,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w3_g6_s3.dlv.dat.lp.lp.gz,0.0602241,0.03336,0.151039
ASPExtended/laby/laby_15_15_10.lp.gz,900,690.63,810.687
ASPExtended/SolitaireBackward/solitare_backward_t12_p13.lp.lp.gz,900,0.185955,0.644392
ASPExtended/Sokoban-Hard/handmade_soko027.lp-19-7617.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-center-time=29.gz,900,581.595,60.8696
ASPExtended/laby/laby_14_14_03.lp.gz,900,1.77047,20.3543
ASPExtended/planning/coins/coins11.lp-26-20100.sm.gz,900,900,900
ASPExtended/ASP-Comp-2011-Lparse/12-KnightTour/05-knight_tour-16-0.asp.gz,6.27859,1.72796,1.87522
ASPExtended/ggp/maze.gdlclingo.pl.gr.gz,0.01054,0.020323,0.0218531
ASPExtended/Su-Doku/puzzle-easy.lp.lp.gz,0.050445,0.0320831,0.0855429
ASPExtended/CarSequencing/benchmark3_10classes.dlv.dat.lp.lp.gz,0.0435999,0.015493,0.834055
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g3_s3.dlv.dat.lp.lp.gz,900,27.9239,0.26552
ASPExtended/WeightedSpanningTree/209_rand_45_138_1119569108_0.gph.lp.gz,71.7368,0.608446,3.22014
ASPExtended/SocialGolfer/csp010-SocialGolfer_w2_g4_s5.dlv.dat.lp.lp.gz,900,900,136.23
ASPExtended/planning/dispose/p04_01.lp-20-20100.sm.gz,900,900,331.057
ASPExtended/ggp/snake_2008.gdlclingo.pl.gr.gz,34.2716,8.98974,4.07267
ASPExtended/Sokoban-Hard/handmade_soko035.lp-29-10362.sm.gz,900,900,900
ASPExtended/laby/laby_14_14_02.lp.gz,333.143,288.809,448.81
ASPExtended/searchTest-plain/stp_sequence4-ss3.lp.gz,900,79.524,574.061
ASPExtended/Sokoban-Hard/handmade_soko029.lp-28-261.sm.gz,900,96.3094,496.37
ASPExtended/laby/laby_22_22_20.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_15_75_1235849326_0_k=3_v=7_e=30_sat.gph.gz,0.0735829,0.016878,0.222649
ASPExtended/HamiltonClumpy/18/clumpy-18x18_06.sm.gz,900,0.059091,2.5161
ASPExtended/SolitaireForward/solitare_forward_t31.lp.lp.gz,900,900,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w3_g6_s2.dlv.dat.lp.lp.gz,0.03153,0.0209081,0.06456
ASPExtended/laby/laby_10_10_15.lp.gz,900,1.19628,5.78875
ASPExtended/planning/dispose/p03_05.lp-16-480.sm.gz,900,900,73.6878
ASPExtended/hardwareASP/hard_inst_12_8_11588.gr.gz,900,900,94.6284
ASPExtended/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=3.gz,13.8805,0.736457,281.448
ASPExtended/Sokoban-Hard/handmade_soko025.lp-23-20100.sm.gz,900,900,900
ASPExtended/SolitaireForward/solitare_forward_t11.lp.lp.gz,0.592436,0.0433689,0.330745
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=15-height=15-density=0.01-run=4.gz,900,5.47175,4.27448
ASPExtended/searchTest-plain/stp_sequence3-ss3.lp.gz,395.584,14.5488,867.37
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.44_6.lp.gz,623.914,3.63973,4.67707
ASPExtended/planning/dispose/p02_04.lp-18-364.sm.gz,900,69.997,2.5713
ASPExtended/RicochetRobots/rr11-07.sm.gz,900,79.7404,31.715
ASPExtended/laby/laby_22_22_02.lp.gz,900,900,900
ASPExtended/CarSequencing/benchmark3_7classes.dlv.dat.lp.lp.gz,0.116984,0.066406,0.426034
ASPExtended/Sokoban-Hard/handmade_soko046.lp-16-372.sm.gz,900,124.322,900
ASPExtended/planning/coins/coins14.lp-23-1490.sm.gz,900,256.13,900
ASPExtended/planning/dispose/p03_09.lp-17-15230.sm.gz,900,900,13.4598
ASPExtended/HamiltonClumpy/18/clumpy-18x18_03.sm.gz,1.85436,0.27883,11.8644
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.10.a.20_sat.data.gz,900,14.4037,58.7159
ASPExtended/laby/laby_20_20_15.lp.gz,900,900,900
ASPExtended/coala/hanoi/coala_h05_127.lparse.gz,900,900,17.8234
ASPExtended/coala/yale_shooting/coala_y08_26.lparse.gz,900,61.2498,68.4098
ASPExtended/SolitaireForward/solitare_forward_t16.lp.lp.gz,1.72593,0.070022,0.480636
ASPExtended/planning/dispose/p02_05.lp-24-3447.sm.gz,900,815.6,900
ASPExtended/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/rand_70_300_1155482584_9.gph.gz,900,0.0362701,192.437
ASPExtended/laby/laby_22_22_17.lp.gz,900,900,469.465
ASPExtended/pigeon/instance_p14_h13.lp.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_9.lp.gz,900,1.14439,124.326
ASPExtended/ggp/snake_2009_big.gdlclingo.pl.gr.gz,170.132,900,34.4427
ASPExtended/laby/laby_11_11_18.lp.gz,900,36.549,275.474
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.45.asp.gz,0.0710109,0.0410161,0.437107
ASPExtended/ASP-Comp-2011-Lparse/26-Solitaire/09-solitaire-50-0.asp.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko045.lp-15-2153.sm.gz,900,784.064,900
ASPExtended/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.10_unsat.data.gz,900,0.198069,0.573093
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.51.steps.12.asp.gz,75.4215,0.372898,0.650954
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.11.asp.gz,0.202325,0.127099,1.76388
ASPExtended/HamiltonianCycle/rand_150_1200_1154711577_8.gph.lp.gz,1.32584,0.0578579,4.40357
ASPExtended/hardwareASP/hard_inst_5_8_9696.gr.gz,900,291.684,5.38493
ASPExtended/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init13.gz,900,36.0107,53.56
ASPExtended/SolitaireForward/solitare_forward_t30.lp.lp.gz,900,900,7.3397
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/dimitri_yorick.57.steps.7.asp.gz,0.471578,0.0945399,1.8506
ASPExtended/HamiltonianPath/gryzzles.16.lp.gz,0.097758,0.0154979,0.0779739
ASPExtended/hardwareASP/hard_inst_12_12_17302.gr.gz,900,900,28.8247
ASPExtended/laby/laby_13_13_18.lp.gz,900,0.756855,3.85921
ASPExtended/searchTest-plain/stp_sequence4-ss2.lp.gz,16.0355,4.38038,55.1165
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.29.steps.11.asp.gz,67.2534,0.5834,0.554836
ASPExtended/laby/laby_16_16_03.lp.gz,900,23.7084,12.8549
ASPExtended/HamiltonianPath/gryzzles.28.lp.gz,0.425702,0.027057,0.0882051
ASPExtended/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_10.gph.lp.gz,900,4.55599,900
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=11.gz,65.4069,0.207437,47.552
ASPExtended/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.11.x.11.r.3.712566045.949579.data_k=3_l=3_unsat.gph.gz,0.196224,0.0195471,0.595467
ASPExtended/planning/coins/coins07.lp-20-2290.sm.gz,900,593.582,152.619
ASPExtended/RicochetRobots/rr12-10.sm.gz,900,900,900
ASPExtended/graph_colouring/graph-colouring-nodes=140-density=0.1-instance=4.sm.gz,900,900,900
ASPExtended/SchurCompetition/20.17.schur.lp.gz,900,0.297742,0.817857
ASPExtended/laby/laby_21_21_12.lp.gz,900,38.4061,900
ASPExtended/Sokoban-Hard/handmade_soko049.lp-15-1630.sm.gz,900,506.816,900
ASPExtended/planning/comm/p09.lp-33-2606.sm.gz,900,900,740.784
ASPExtended/planning/dispose/p04_09.lp-18-2992.sm.gz,900,370.425,642.586
ASPExtended/Sokoban-Hard/handmade_soko046.lp-18-5132.sm.gz,900,900,900
ASPExtended/planning/comm/p10.lp-35-11949.sm.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko013.lp-32-637.sm.gz,900,76.593,721.149
ASPExtended/planning/comm/p03.lp-22-247.sm.gz,900,40.3348,4.54269
ASPExtended/laby/laby_22_22_10.lp.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_5_11_13077.gr.gz,900,507.043,7.19636
ASPExtended/hardwareASP/hard_inst_8_11_25180.gr.gz,900,900,62.3347
ASPExtended/HamiltonianCycle/rand_150_1200_1154711577_12.gph.lp.gz,2.04837,0.0524801,5.45649
ASPExtended/SocialGolfer/csp010-SocialGolfer_w3_g5_s5.dlv.dat.lp.lp.gz,0.096176,0.0496441,0.266781
ASPExtended/planning/comm/p06.lp-28-1317.sm.gz,900,446.859,28.3067
ASPExtended/planning/dispose/p03_03.lp-19-10780.sm.gz,900,900,900
ASPExtended/Su-Doku/puzzle-hard.lp.lp.gz,0.0516159,0.0293639,0.0907749
ASPExtended/planning/dispose/p04_09.lp-17-409.sm.gz,900,900,48.5321
ASPExtended/SchurNumbers/15.20.schur.sm.gz,900,93.1805,200.999
ASPExtended/laby/laby_13_13_19.lp.gz,900,5.35378,10.9501
ASPExtended/SchurCompetition/20.19.schur.lp.gz,900,0.964761,2.77852
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=10.gz,60.901,0.196789,67.4724
ASPExtended/planning/dispose/p02_04.lp-22-412.sm.gz,900,141.288,352.098
ASPExtended/planning/coins/coins10.lp-21-11883.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_19.lp.gz,900,5.86278,61.1155
ASPExtended/Sokoban-Hard/handmade_soko049.lp-14-734.sm.gz,900,188.485,900
ASPExtended/gridpuzzle/masyu-4.lp.lp.gz,3.45263,2.8904,4.23229
ASPExtended/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test13.gz,0.079238,0.031498,0.135705
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.38_7.lp.gz,180.453,5.35085,15.9848
ASPExtended/RicochetRobots/rr14-06.sm.gz,364.718,17.989,13.3626
ASPExtended/SocialGolfer/csp010-SocialGolfer_w4_g2_s6.dlv.dat.lp.lp.gz,0.232931,0.016996,0.0585691
ASPExtended/ASP-Comp-2009-Lparse/CompFastfood/a8.7.3.asp.gz,2.23682,0.181992,6.11081
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.40.steps.14.asp.gz,900,0.177205,1.49453
ASPExtended/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/rand_80_340_1159656267_13.gph.gz,900,0.030666,900
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.50.steps.9.asp.gz,4.75668,0.0935119,0.328047
ASPExtended/ASP-Comp-2007-Lparse/SLparse/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.gz,18.5399,0.688136,5.07922
ASPExtended/SolitaireForward/solitare_forward_t42.lp.lp.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_10_5_25345.gr.gz,900,900,50.2628
ASPExtended/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-asymmetric-time=26.gz,900,0.085812,0.87568
ASPExtended/HamiltonianPath/gryzzles.48.lp.gz,900,0.0323481,0.207823
ASPExtended/planning/dispose/p04_07.lp-19-20100.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=4.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721277539.dat.gz,34.501,3.33281,5.14997
ASPExtended/planning/dispose/p03_10.lp-17-8323.sm.gz,900,900,137.954
ASPExtended/SchurCompetition/15.19.schur.lp.gz,900,20.2076,900
ASPExtended/hardwareASP/hard_inst_8_8_20839.gr.gz,900,900,42.9541
