Instances,smodels/default-n1,claspInternal/crafted-n1,cmodels/default-n1
ASPExtended/SocialGolfer/csp010-SocialGolfer_w2_g2_s3.dlv.dat.lp.lp.gz,0.011702,0.012056,0.0148171
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g2_s2.dlv.dat.lp.lp.gz,0.016154,0.0127279,0.0169189
ASPExtended/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25.gz,5.54731,0.26306,0.320842
ASPExtended/HamiltonClumpy/20/clumpy-20x20_10.sm.gz,900,0.0605329,1.90338
ASPExtended/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_21_150_1235870252_0_k=3_v=10_e=20_unsat.gph.gz,79.5876,5.97939,30.1773
ASPExtended/Sokoban-Hard/handmade_soko019.lp-23-2222.sm.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_7_9_10572.gr.gz,900,900,24.2296
ASPExtended/Sokoban-Hard/handmade_soko036.lp-16-462.sm.gz,900,161.735,900
ASPExtended/graph_colouring/graph-colouring-nodes=135-density=0.1-instance=9.sm.gz,254.041,3.73268,2.60038
ASPExtended/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976043347.dat.data.gz,213.864,0.012842,0.717526
ASPExtended/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.93_7.gz,900,6.65371,4.78859
ASPExtended/HamiltonianCycle/rand_150_1200_1154711577_4.gph.lp.gz,900,0.054895,3.00878
ASPExtended/CarSequencing/benchmark1_6classes.dlv.dat.lp.lp.gz,0.0226991,0.0181589,0.27089
ASPExtended/Sokoban-Hard/handmade_soko034.lp-16-5765.sm.gz,900,900,900
ASPExtended/BoundedSpanningTree/122_rand_35_250_1700139777_0.gph.lp.gz,16.2356,0.564794,4.67731
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.74.steps.13.asp.gz,71.1441,0.425139,0.981592
ASPExtended/laby/laby_18_18_13.lp.gz,900,900,900
ASPExtended/ASP-Comp-2011-Lparse/33-MazeGeneration/04-maze_generation-0-0.asp.gz,0.728348,0.0910699,0.16993
ASPExtended/laby/laby_19_19_18.lp.gz,900,133.704,344.047
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.54.asp.gz,0.159663,0.0803949,4.04465
ASPExtended/laby/laby_18_18_10.lp.gz,900,38.697,50.6687
ASPExtended/ASP-Comp-2011-Lparse/26-Solitaire/15-solitaire-50-0.asp.gz,900,185.094,5.82437
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/20.12.schur.lp.gz,744.869,0.848896,1.34891
ASPExtended/EqTest/qeq.11.lp.gz,50.0817,3.85458,11.3714
ASPExtended/Sokoban-Hard/handmade_soko021.lp-20-20100.sm.gz,900,900,900
ASPExtended/ASP-Comp-2011-Lparse/12-KnightTour/09-knight_tour-46-0.asp.gz,900,900,900
ASPExtended/HamiltonianPath/gryzzles.39.lp.gz,0.635239,0.017663,0.104169
ASPExtended/BoundedSpanningTree/104_rand_45_250_1727049295_0.gph.lp.gz,93.5688,0.938136,8.10144
ASPExtended/HamiltonClumpy/20/clumpy-20x20_06.sm.gz,900,0.139096,0.502294
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/20.3.schur.lp.gz,900,0.601444,1.00192
ASPExtended/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=7.gz,900,900,900
ASPExtended/planning/comm/p09.lp-32-2952.sm.gz,900,851.593,803.331
ASPExtended/RicochetRobots/rr16-12.sm.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko026.lp-17-524.sm.gz,900,261.097,900
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.39_7.lp.gz,358.57,3.96001,36.9246
ASPExtended/SchurCompetition/20.3.schur.lp.gz,900,0.680966,1.29008
ASPExtended/RicochetRobots/rr04-08.sm.gz,900,277.401,45.8204
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_21_21_15.lp.gz,900,32.9126,18.5042
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.48.asp.gz,0.0719719,0.0386291,0.42151
ASPExtended/Factoring/fact.grnd.sat.15.lp.gz,0.0413469,0.025673,0.037553
ASPExtended/planning/comm/p12.lp-35-217.sm.gz,900,900,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w2_g6_s2.dlv.dat.lp.lp.gz,0.023585,0.0165691,0.048077
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_8.lp.gz,17.096,0.092691,125.368
ASPExtended/Sokoban-Hard/handmade_soko001.lp-16-1394.sm.gz,900,560.028,900
ASPExtended/Synthesis/phi3AsyncDet.sm.gz,0.635868,0.253738,0.463731
ASPExtended/EqTest/qeq.05.lp.gz,0.0205279,0.012868,0.0393031
ASPExtended/HamiltonianPath/gryzzles.46.lp.gz,0.751657,0.0372299,0.14784
ASPExtended/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7.lp.gz,900,15.3187,0.466321
ASPExtended/SocialGolfer/csp010-SocialGolfer_w4_g4_s2.dlv.dat.lp.lp.gz,0.0215049,0.0141381,0.02941
ASPExtended/laby/laby_16_16_04.lp.gz,900,900,900
ASPExtended/planning/coins/coins10.lp-24-14145.sm.gz,900,900,900
ASPExtended/laby/laby_22_22_12.lp.gz,900,318.875,900
ASPExtended/planning/comm/p12.lp-34-473.sm.gz,900,534.416,900
ASPExtended/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.48.gz,900,0.0811371,0.162983
ASPExtended/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward/solitare_backward_t24_p25.lp.gz,900,0.394066,900
ASPExtended/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp.gz,121.917,0.0854911,0.773885
ASPExtended/HamiltonianPath/gryzzles.45.lp.gz,0.165142,0.02575,0.099274
ASPExtended/graph_colouring/graph-colouring-nodes=140-density=0.1-instance=3.sm.gz,900,900,538.365
ASPExtended/hardwareASP/hard_inst_12_8_870.gr.gz,900,900,67.725
ASPExtended/hardwareASP/hard_inst_12_11_16770.gr.gz,900,900,26.69
ASPExtended/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.110_7.gz,900,13.5266,9.1846
ASPExtended/benchmarks/prime-18-18.lp.gz,19.255,5.10881,2.60462
ASPExtended/ggp/ruledepthlinear.gdlclingo.pl.gr.gz,0.016702,0.052156,0.0192509
ASPExtended/planning/comm/p15.lp-40-4750.sm.gz,900,900,900
ASPExtended/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_100_400_1159666138_3.gph.gz,900,1.10115,7.38563
ASPExtended/RicochetRobots/rr02-05.sm.gz,241.654,10.9466,8.74057
ASPExtended/planning/comm/p10.lp-31-232.sm.gz,900,39.1121,839.457
ASPExtended/planning/dispose/p05_02.lp-16-1023.sm.gz,900,634.456,691.456
ASPExtended/planning/comm/p13.lp-34-324.sm.gz,900,62.9415,900
ASPExtended/hardwareASP/hard_inst_9_6_11334.gr.gz,900,900,36.3042
ASPExtended/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward/solitare_backward_t12_p13.lp.gz,900,0.11525,0.410699
ASPExtended/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_13_13_t17.lp.gz,4.49339,0.142963,0.719116
ASPExtended/Sokoban-Hard/handmade_soko013.lp-34-861.sm.gz,900,280.712,900
ASPExtended/benchmarks/knight-54.lp.gz,43.3765,0.533823,1.67527
ASPExtended/Sokoban-Hard/handmade_soko014.lp-22-20100.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_16.lp.gz,0.143362,0.0187599,188.496
ASPExtended/laby/laby_14_14_13.lp.gz,900,424.369,900
ASPExtended/BoundedSpanningTree/122_rand_35_250_1700138738_0.gph.lp.gz,900,0.604972,4.99875
ASPExtended/planning/dispose/p02_05.lp-22-380.sm.gz,900,254.332,399.23
ASPExtended/RicochetRobots/rr09-02.sm.gz,0.214692,0.198383,1.63883
ASPExtended/HamiltonClumpy/18/clumpy-18x18_09.sm.gz,900,0.099544,7.12299
ASPExtended/CarSequencing/benchmark3_9classes.dlv.dat.lp.lp.gz,0.032679,0.0270091,0.6699
ASPExtended/HamiltonClumpy/22/clumpy-22x22_08.sm.gz,900,0.251597,900
ASPExtended/Sokoban-Hard/handmade_soko051.lp-14-2378.sm.gz,900,671.513,900
ASPExtended/ASP-Comp-2011-Lparse/33-MazeGeneration/26-maze_generation-0-0.asp.gz,9.25465,0.466013,0.491598
ASPExtended/planning/comm/p07.lp-31-12002.sm.gz,900,740.296,642.4
ASPExtended/SolitaireForward/solitare_forward_t37.lp.lp.gz,900,900,900
ASPExtended/gridpuzzle/heyawake-7.lp.lp.gz,1.94551,0.421778,2.35638
ASPExtended/SocialGolfer/csp010-SocialGolfer_w5_g5_s6.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_300_1235843609_0_k=5_v=7_e=40_sat.gph.gz,0.218595,0.121531,9.07698
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=2.gz,0.169665,0.0742111,0.193112
ASPExtended/hardwareASP/hard_inst_11_12_18926.gr.gz,900,900,62.3569
ASPExtended/laby/laby_20_20_17.lp.gz,900,191.736,900
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=15.gz,142.686,0.361874,103.94
ASPExtended/ASP-Comp-2011-Lparse/17-Labyrinth/162-labyrinth-19-0.asp.gz,900,900,172.424
ASPExtended/Sokoban-Hard/handmade_soko049.lp-18-20100.sm.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_9_6_20258.gr.gz,900,900,36.5663
ASPExtended/planning/dispose/p04_05.lp-18-8300.sm.gz,900,900,900
ASPExtended/SolitaireForward/solitare_forward_t12.lp.lp.gz,0.846205,0.047965,0.361298
ASPExtended/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.39.lp.gz,0.288804,0.0223489,0.0639479
ASPExtended/laby/laby_22_22_07.lp.gz,900,900,817.657
ASPExtended/ASP-Comp-2011-Lparse/25-GraphColouring/53-graph_colouring-150-0.asp.gz,900,900,900
ASPExtended/planning/coins/coins15.lp-21-296.sm.gz,900,32.1761,354.287
ASPExtended/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_15.lp.gz,0.159501,0.019294,385.899
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_100_400_1159666138_1.lp.gz,900,0.0242329,78.3435
ASPExtended/RicochetRobots/rr05-08.sm.gz,900,513.536,132.677
ASPExtended/Sokoban-Hard/handmade_soko047.lp-18-2698.sm.gz,900,900,900
ASPExtended/planning/coins/coins10.lp-19-827.sm.gz,900,144.309,304.535
ASPExtended/hardwareASP/hard_inst_11_11_6617.gr.gz,900,900,100.867
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_19_19_17.lp.gz,900,12.1791,133.887
ASPExtended/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in2.gz,0.12609,0.465249,0.110258
ASPExtended/ASP-Comp-2011-Lparse/26-Solitaire/26-solitaire-50-0.asp.gz,900,900,900
ASPExtended/SolitaireForward/solitare_forward_t45.lp.lp.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko018.lp-19-3046.sm.gz,900,868.897,900
ASPExtended/laby/laby_15_15_08.lp.gz,900,900,900
ASPExtended/laby/laby_10_10_07.lp.gz,476.783,0.671556,3.75943
ASPExtended/HamiltonClumpy/22/clumpy-22x22_11.sm.gz,900,0.269861,8.56109
ASPExtended/SolitaireBackward/solitare_backward_t32_p33.lp.lp.gz,0.136829,0.068728,0.413741
ASPExtended/laby/laby_12_12_05.lp.gz,900,900,55.0218
ASPExtended/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t22.dat.gz,900,46.1522,10.6401
ASPExtended/laby/laby_19_19_08.lp.gz,900,644.441,900
ASPExtended/ASP-Comp-2011-Lparse/17-Labyrinth/015-labyrinth-11-0.asp.gz,10.8383,3.73657,10.3937
ASPExtended/ASP-Comp-2011-Lparse/12-KnightTour/02-knight_tour-10-0.asp.gz,0.42872,0.175748,0.269695
ASPExtended/SocialGolfer/csp010-SocialGolfer_w7_g5_s4.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_9_7_18216.gr.gz,900,900,50.1274
ASPExtended/Factoring/fact.grnd.sat.20.lp.gz,0.115059,0.085653,0.076457
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.47.asp.gz,0.239685,0.141249,1.66215
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/15.13.schur.lp.gz,900,193.904,900
ASPExtended/ggp/statespacemedium.gdlclingo.pl.gr.gz,0.0137061,0.0122881,0.018524
ASPExtended/Sokoban-Hard/handmade_soko051.lp-13-542.sm.gz,900,181.051,900
ASPExtended/laby/laby_18_18_08.lp.gz,900,23.9221,107.126
ASPExtended/laby/laby_15_15_06.lp.gz,900,900,900
ASPExtended/laby/laby_19_19_17.lp.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko008.lp-27-320.sm.gz,900,45.4251,134.876
ASPExtended/planning/coins/coins08.lp-20-733.sm.gz,900,98.3502,48.8138
ASPExtended/LTL-BMC/dp_10.formula1-s-O2-b9.sm.gz,11.8698,0.105532,0.425695
ASPExtended/planning/dispose/p04_03.lp-17-9681.sm.gz,900,900,189.815
ASPExtended/SchurCompetition/20.12.schur.lp.gz,900,0.705436,1.70766
ASPExtended/planning/dispose/p02_08.lp-18-7252.sm.gz,900,304.585,13.084
ASPExtended/planning/coins/coins11.lp-22-391.sm.gz,900,210.452,900
ASPExtended/Sokoban-Hard/handmade_soko019.lp-18-322.sm.gz,900,85.7438,900
ASPExtended/gridpuzzle/nurikabe-1.lp.lp.gz,3.83427,1.1718,39.6698
ASPExtended/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.10.x.10.r.3.1268203948.99614.data_k=4_l=7_sat.gph.gz,0.289613,0.0408079,0.891207
ASPExtended/planning/dispose/p02_09.lp-18-9569.sm.gz,900,5.51464,19.5966
ASPExtended/planning/comm/p19.lp-58-6398.sm.gz,900,900,14.8188
ASPExtended/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=25.gz,900,0.0825431,0.886179
ASPExtended/laby/laby_18_18_05.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=10-height=10-density=0.01-run=1.gz,60.5942,0.068988,0.0360239
ASPExtended/laby/laby_16_16_15.lp.gz,521.671,23.9835,17.5173
ASPExtended/SolitaireBackward/solitare_backward_t30_p31.lp.lp.gz,900,900,900
ASPExtended/planning/dispose/p02_09.lp-15-323.sm.gz,900,518.422,3.24429
ASPExtended/CarSequencing/001.benchmark2_11classes.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/SchurCompetition/20.10.schur.lp.gz,2.07278,0.173925,0.651654
ASPExtended/laby/laby_14_14_11.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_150_600_1159731678_12.lp.gz,900,423.726,769.841
ASPExtended/planning/comm/p05.lp-32-501.sm.gz,900,900,145.961
ASPExtended/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz,900,796.877,393.173
ASPExtended/planning/dispose/p02_06.lp-18-3700.sm.gz,900,138.86,5.28616
ASPExtended/ggp/peg.gdlclingo.pl.gr.gz,900,900,900
ASPExtended/ggp/knightmove.gdlclingo.pl.gr.gz,900,900,314.258
ASPExtended/RicochetRobots/rr08-08.sm.gz,900,900,294.675
ASPExtended/ASP-Comp-2009-Lparse/CompSolitaire/solitaire-edge-time=24.gz,900,0.0734729,0.631105
ASPExtended/laby/laby_14_14_07.lp.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_7_5_1923.gr.gz,900,900,10.6594
ASPExtended/laby/laby_22_22_13.lp.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko034.lp-17-20100.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/15.1.schur.lp.gz,900,3.05642,221.058
ASPExtended/planning/comm/p11.lp-36-7400.sm.gz,900,900,900
ASPExtended/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_11.gph.gz,900,0.0539319,900
ASPExtended/laby/laby_21_21_08.lp.gz,900,900,349.458
ASPExtended/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.31.asp.gz,0.0682521,0.0704691,0.40443
ASPExtended/planning/comm/p06.lp-27-510.sm.gz,900,244.733,39.5321
ASPExtended/SocialGolfer/csp010-SocialGolfer_w7_g5_s2.dlv.dat.lp.lp.gz,0.0492031,0.02424,0.0747859
ASPExtended/SocialGolfer/csp010-SocialGolfer_w7_g6_s4.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g4_s4.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g5_s5.dlv.dat.lp.lp.gz,900,0.081673,0.687902
ASPExtended/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_70_300_1155482584_4.lp.gz,0.116368,0.0211201,154.996
ASPExtended/ASP-Comp-2011-Lparse/25-GraphColouring/37-graph_colouring-140-0.asp.gz,900,900,900
ASPExtended/HamiltonClumpy/18/clumpy-18x18_11.sm.gz,1.24139,0.073821,1.59562
ASPExtended/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=5.gz,900,900,900
ASPExtended/SolitaireBackward/solitare_backward_t39_p40.lp.lp.gz,0.17121,0.0538451,0.140619
ASPExtended/Synthesis/mutex4IDFD.sm.gz,6.31755,0.247572,4.18517
ASPExtended/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/39-multi_context_system_querying-0-0.asp.gz,2.31611,1.35283,1.58833
ASPExtended/ASP-Comp-2011-Lparse/22-HanoiTower/03-hanoi_tower-60-0.asp.gz,900,900,115.436
ASPExtended/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence3-ss2.gz,8.52057,2.4291,132.163
ASPExtended/WeightedSpanningTree/206_rand_32_145_1872927471_0.gph.lp.gz,900,0.333634,1.49009
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g3_s4.dlv.dat.lp.lp.gz,30.7957,7.01913,0.279023
ASPExtended/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_18.lp.gz,0.16735,0.02034,279.695
ASPExtended/CarSequencing/benchmark3_12classes.dlv.dat.lp.lp.gz,0.059316,0.0293261,1.05703
ASPExtended/WeightedSpanningTree/206_rand_32_145_1872922024_0.gph.lp.gz,17.3055,0.313511,1.99724
ASPExtended/ggp/hanoi_6_disks.gdlclingo.pl.gr.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=12.gz,9.00688,0.088893,6.50728
ASPExtended/planning/comm/p09.lp-35-20100.sm.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=21-height=21-density=0.01-run=4.gz,0.247205,0.051227,0.0859459
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721325133.dat.gz,0.236137,0.112544,0.124102
ASPExtended/Sokoban-Hard/handmade_soko045.lp-13-264.sm.gz,900,83.4215,900
ASPExtended/laby/laby_15_15_03.lp.gz,244.144,2.26045,11.1197
ASPExtended/CarSequencing/benchmark3_15classes.dlv.dat.lp.lp.gz,900,900,646.719
ASPExtended/Synthesis/phi3AsyncNondet.sm.gz,2.51312,0.0769959,0.490913
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g4_s5.dlv.dat.lp.lp.gz,900,900,143.966
ASPExtended/laby/laby_12_12_19.lp.gz,900,2.02863,229.401
ASPExtended/RicochetRobots/rr04-07.sm.gz,900,101.541,31.0766
ASPExtended/Fastfood/a1.4.11.sm.gz,1.91085,0.0215401,0.245374
ASPExtended/HamiltonianPath/gryzzles.26.lp.gz,7.84845,0.0352231,0.120533
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=13.gz,10.7589,0.107665,4.90758
ASPExtended/planning/dispose/p03_01.lp-18-590.sm.gz,900,483.749,3.41899
ASPExtended/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.36_6.gz,48.6784,5.94523,0.317655
ASPExtended/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_24_250_1235873539_0_k=6_v=9_e=25_sat.gph.gz,900,0.058261,7.14712
ASPExtended/planning/dispose/p03_02.lp-18-3426.sm.gz,900,900,114.089
ASPExtended/SocialGolfer/csp010-SocialGolfer_w6_g5_s6.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompWeightBoundedDominatingSet/rand_200_800_1159728969_8.lp.gz,900,900,44.5174
ASPExtended/planning/coins/coins15.lp-22-733.sm.gz,900,330.421,60.8701
ASPExtended/ASP-Comp-2007-Lparse/SLparse/BlockedN-QueensCompetition/156.48.1960.36.1721351180.dat.data.gz,40.9236,23.662,59.3533
ASPExtended/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_6.lp.gz,0.167881,0.0189129,193.553
ASPExtended/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/20-multi_context_system_querying-0-0.asp.gz,1.20189,0.880188,0.934834
ASPExtended/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721284464.dat.gz,24.6145,3.11905,11.0996
ASPExtended/laby/laby_17_17_20.lp.gz,900,15.8528,80.7837
ASPExtended/Sokoban-Hard/handmade_soko046.lp-20-20100.sm.gz,900,900,900
ASPExtended/WeightedSpanningTree/206_rand_32_145_1872947197_0.gph.lp.gz,900,0.380796,1.75414
ASPExtended/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_200_1235404333_0_k=5_v=5_e=4_unsat.gph.gz,337.34,1.93126,3.65829
ASPExtended/laby/laby_14_14_14.lp.gz,900,42.1541,900
ASPExtended/planning/coins/coins08.lp-22-481.sm.gz,900,298.617,249.156
ASPExtended/hardwareASP/hard_inst_12_5_29411.gr.gz,900,900,134.703
ASPExtended/laby/laby_18_18_18.lp.gz,900,900,900
ASPExtended/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_8.gph.lp.gz,27.7726,652.857,900
ASPExtended/ggp/tpeg.gdlclingo.pl.gr.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.52.steps.15.asp.gz,900,0.125807,1.22272
ASPExtended/laby/laby_17_17_12.lp.gz,900,900,900
ASPExtended/planning/comm/p10.lp-29-104.sm.gz,900,46.0688,737.652
ASPExtended/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=135-density=0.1-instance=7.gz,900,900,900
ASPExtended/RicochetRobots/rr01-07.sm.gz,900,344.114,71.6958
ASPExtended/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.17.schur.gz,900,12.316,243.627
ASPExtended/Sokoban-Hard/handmade_soko001.lp-15-330.sm.gz,900,118.855,900
ASPExtended/graph_colouring/graph-colouring-nodes=145-density=0.1-instance=5.sm.gz,900,900,220.319
ASPExtended/ASP-Comp-2009-Lparse/CompSokoban/duthen-990602.49.steps.13.asp.gz,86.0696,0.52988,1.78875
ASPExtended/gridpuzzle/heyawake-1.lp.lp.gz,0.878501,0.429665,1.77838
ASPExtended/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=14.gz,9.17461,0.095192,4.71891
ASPExtended/planning/coins/coins06.lp-19-940.sm.gz,900,126.935,900
ASPExtended/SchurCompetition/15.16.schur.lp.gz,900,7.52463,204.478
ASPExtended/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/207_rand_35_138_2077119725_0.gph.gz,27.3524,0.399748,1.6619
ASPExtended/laby/laby_16_16_18.lp.gz,900,57.0319,900
ASPExtended/ASP-Comp-2009-Lparse/CompTravellingSalesperson/rand_80_340_1159656267_17.lp.gz,0.144046,0.021176,590.071
ASPExtended/RicochetRobots/robo30.lp.gz,900,226.322,19.0808
ASPExtended/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_65_500_1235857888_0_k=5_unsat.gph.gz,48.0267,9.30113,4.7267
ASPExtended/planning/comm/p12.lp-39-20100.sm.gz,900,900,900
ASPExtended/WeightedSpanningTree/205_rand_32_140_1344655193_0.gph.lp.gz,900,0.302659,1.45826
ASPExtended/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t30.lp.gz,900,168.805,900
ASPExtended/ASP-Comp-2009-Lparse/CompMazeGeneration/maze-generation-width=18-height=18-density=0.01-run=4.gz,900,900,900
ASPExtended/HamiltonianPath/gryzzles.22.lp.gz,10.2091,0.0292239,0.115963
ASPExtended/SocialGolfer/csp010-SocialGolfer_w3_g5_s6.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/ASP-Comp-2009-Lparse/CompLabyrinth/laby_18_18_13.lp.gz,900,1.52648,34.762
ASPExtended/SchurCompetition/20.2.schur.lp.gz,900,1.18522,2.16681
ASPExtended/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp.lp.gz,0.194919,0.0701929,0.316136
ASPExtended/laby/laby_21_21_10.lp.gz,900,900,900
ASPExtended/hardwareASP/hard_inst_6_11_28693.gr.gz,900,900,16.2043
ASPExtended/SolitaireBackward/solitare_backward_t24_p25.lp.lp.gz,900,2.1914,51.309
ASPExtended/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,271.474,25.5879,1.4054
ASPExtended/WeightedSpanningTree/207_rand_35_138_2077111672_0.gph.lp.gz,900,0.476077,1.80217
ASPExtended/planning/coins/coins09.lp-19-930.sm.gz,900,130.619,893.628
ASPExtended/planning/dispose/p02_07.lp-15-335.sm.gz,900,56.3199,2.0523
ASPExtended/ASP-Comp-2009-Lparse/CompFastfood/a7.3.5.tweaked.2.asp.gz,84.4566,0.443917,59.4735
ASPExtended/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_11.gph.lp.gz,900,0.896537,900
ASPExtended/HamiltonianPath/gryzzles.25.lp.gz,0.220676,0.0340191,0.0812211
ASPExtended/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=3.gz,900,900,900
ASPExtended/benchmarks/prime-20-20.lp.gz,8.56625,80.487,15.1987
ASPExtended/laby/laby_10_10_10.lp.gz,14.8973,2.68063,1.74362
ASPExtended/planning/coins/coins13.lp-22-1474.sm.gz,900,262.503,900
ASPExtended/ASP-Comp-2009-Lparse/CompSchurNumbers/20.8.schur.lp.gz,900,4.87709,10.3127
ASPExtended/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.48.lp.gz,900,0.125509,0.180789
ASPExtended/CarSequencing/benchmark1_15classes.dlv.dat.lp.lp.gz,900,900,900
ASPExtended/Sokoban-Hard/handmade_soko001.lp-18-10105.sm.gz,900,900,900
ASPExtended/RicochetRobots/rr05-05.sm.gz,163.058,9.67295,7.33336
