Instance,Option,Time,Memory,ConflictsPerSecond,DecisionsPerSecond,PropagationsPerSecond,Sat
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,RST,99.9278,11.00,3298,3642,76625,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,2WL,99.9172,12.00,491,491,10697,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,VSIDS,99.8604,12.00,433,433,9186,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOTCL,99.8436,11.00,2712,3014,58567,INDETERMINATE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOTRST,1.05332,11.00,22742,29590,2541148,SATISFIABLE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOT2WL,51.7433,12.00,5654,7305,648811,SATISFIABLE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,NOTVSIDS,77.3577,12.00,18766,23584,2273386,SATISFIABLE
lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,CDCL,13.2566,11.00,22070,28513,2532453,SATISFIABLE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,DPLL,99.7103,13.00,632,633,1791,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,CL,23.9712,12.00,3536,5263,432661,SATISFIABLE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,RST,99.8048,12.00,4923,6016,17398,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,2WL,99.812,13.00,636,637,1806,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,VSIDS,99.6233,12.00,572,573,2034,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOTCL,99.3703,12.00,4629,5724,15876,INDETERMINATE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOTRST,12.2593,12.00,12790,17605,1473783,SATISFIABLE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOT2WL,4.23564,12.00,5398,14514,568700,SATISFIABLE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,NOTVSIDS,19.3132,11.00,13154,17274,1618373,SATISFIABLE
lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,CDCL,1.74,11.00,13140,35331,1384374,SATISFIABLE
par32-3.shuffled.cnf,DPLL,99.7575,12.00,121,121,89057,INDETERMINATE
par32-3.shuffled.cnf,CL,99.9006,18.00,827,832,1120719,INDETERMINATE
par32-3.shuffled.cnf,RST,99.6392,12.00,614,665,1066833,INDETERMINATE
par32-3.shuffled.cnf,2WL,99.9832,11.00,139,139,102737,INDETERMINATE
par32-3.shuffled.cnf,VSIDS,99.9863,12.00,136,136,83282,INDETERMINATE
par32-3.shuffled.cnf,NOTCL,99.9376,11.00,601,654,613304,INDETERMINATE
par32-3.shuffled.cnf,NOTRST,99.8945,18.00,4295,4392,3074674,INDETERMINATE
par32-3.shuffled.cnf,NOT2WL,99.8525,14.00,1235,1373,865168,INDETERMINATE
par32-3.shuffled.cnf,NOTVSIDS,99.8922,13.00,2457,2598,4164168,INDETERMINATE
par32-3.shuffled.cnf,CDCL,99.8453,16.00,4008,4409,2683109,INDETERMINATE
Q3inK10.cnf,DPLL,0.073706,17.00,0,421,611,SATISFIABLE
Q3inK10.cnf,CL,0.065729,17.00,0,472,685,SATISFIABLE
Q3inK10.cnf,RST,0.088348,17.00,0,351,509,SATISFIABLE
Q3inK10.cnf,2WL,0.046463,13.00,0,667,969,SATISFIABLE
Q3inK10.cnf,VSIDS,0.081879,17.00,0,379,550,SATISFIABLE
Q3inK10.cnf,NOTCL,0.046245,13.00,0,670,973,SATISFIABLE
Q3inK10.cnf,NOTRST,0.056498,13.00,0,549,796,SATISFIABLE
Q3inK10.cnf,NOT2WL,0.071024,17.00,0,436,634,SATISFIABLE
Q3inK10.cnf,NOTVSIDS,0.047432,13.00,0,654,949,SATISFIABLE
Q3inK10.cnf,CDCL,0.042129,13.00,0,736,1068,SATISFIABLE
rbcl_xits_15_SAT.cnf,DPLL,99.9575,20.00,65,69,3147,INDETERMINATE
rbcl_xits_15_SAT.cnf,CL,99.9496,69.00,315,336,11785,INDETERMINATE
rbcl_xits_15_SAT.cnf,RST,0.95739,18.00,1477,2644,138557,SATISFIABLE
rbcl_xits_15_SAT.cnf,2WL,100.023,17.00,62,66,2992,INDETERMINATE
rbcl_xits_15_SAT.cnf,VSIDS,99.9544,19.00,69,73,3124,INDETERMINATE
rbcl_xits_15_SAT.cnf,NOTCL,0.66291,16.00,2462,4578,234444,SATISFIABLE
rbcl_xits_15_SAT.cnf,NOTRST,99.6892,107.00,1267,1318,39081,INDETERMINATE
rbcl_xits_15_SAT.cnf,NOT2WL,0.208297,18.00,2616,8449,200445,SATISFIABLE
rbcl_xits_15_SAT.cnf,NOTVSIDS,4.79856,19.00,5560,8945,1975253,SATISFIABLE
rbcl_xits_15_SAT.cnf,CDCL,0.060242,15.00,9047,29215,693071,SATISFIABLE
rbcl_xits_18_SAT.cnf,DPLL,100.036,23.00,56,62,2327,INDETERMINATE
rbcl_xits_18_SAT.cnf,CL,100.029,73.00,365,384,12047,INDETERMINATE
rbcl_xits_18_SAT.cnf,RST,0.109976,19.00,927,9057,79399,SATISFIABLE
rbcl_xits_18_SAT.cnf,2WL,99.5438,19.00,59,64,2443,INDETERMINATE
rbcl_xits_18_SAT.cnf,VSIDS,100.07,22.00,58,63,2294,INDETERMINATE
rbcl_xits_18_SAT.cnf,NOTCL,0.076233,16.00,2624,14928,179633,SATISFIABLE
rbcl_xits_18_SAT.cnf,NOTRST,99.6231,159.00,1381,1449,33779,INDETERMINATE
rbcl_xits_18_SAT.cnf,NOT2WL,0.087463,19.00,1166,13046,111830,SATISFIABLE
rbcl_xits_18_SAT.cnf,NOTVSIDS,0.042833,16.00,2405,28133,228235,SATISFIABLE
rbcl_xits_18_SAT.cnf,CDCL,0.057714,16.00,1767,19770,169474,SATISFIABLE
rbsat-v760c43649g5.cnf,DPLL,99.6584,14.00,167,168,12246,INDETERMINATE
rbsat-v760c43649g5.cnf,CL,99.9618,43.00,268,397,27302,INDETERMINATE
rbsat-v760c43649g5.cnf,RST,99.9843,14.00,1011,1099,71516,INDETERMINATE
rbsat-v760c43649g5.cnf,2WL,99.9786,14.00,170,171,12455,INDETERMINATE
rbsat-v760c43649g5.cnf,VSIDS,99.9371,15.00,172,172,11082,INDETERMINATE
rbsat-v760c43649g5.cnf,NOTCL,99.896,13.00,1015,1103,68179,INDETERMINATE
rbsat-v760c43649g5.cnf,NOTRST,99.7313,76.00,1985,3040,186096,INDETERMINATE
rbsat-v760c43649g5.cnf,NOT2WL,99.9393,30.00,279,632,25224,INDETERMINATE
rbsat-v760c43649g5.cnf,NOTVSIDS,99.7133,82.00,1798,2612,199999,INDETERMINATE
rbsat-v760c43649g5.cnf,CDCL,99.6615,80.00,1934,3438,184594,INDETERMINATE
rbsat-v760c43649gyes5.cnf,DPLL,99.9965,16.00,127,127,8102,INDETERMINATE
rbsat-v760c43649gyes5.cnf,CL,99.9752,45.00,258,338,19541,INDETERMINATE
rbsat-v760c43649gyes5.cnf,RST,99.9398,14.00,972,1071,61899,INDETERMINATE
rbsat-v760c43649gyes5.cnf,2WL,99.9941,15.00,123,124,7906,INDETERMINATE
rbsat-v760c43649gyes5.cnf,VSIDS,99.9225,16.00,124,125,7528,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOTCL,99.987,13.00,898,996,55116,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOTRST,99.596,111.00,1924,2510,143572,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOT2WL,99.8126,30.00,237,510,18936,INDETERMINATE
rbsat-v760c43649gyes5.cnf,NOTVSIDS,99.7222,54.00,2879,3858,237707,INDETERMINATE
rbsat-v760c43649gyes5.cnf,CDCL,99.646,79.00,2519,4301,199538,INDETERMINATE
rbsat-v760c43649gyes6.cnf,DPLL,99.9643,15.00,133,133,9383,INDETERMINATE
rbsat-v760c43649gyes6.cnf,CL,99.9124,46.00,252,328,21320,INDETERMINATE
rbsat-v760c43649gyes6.cnf,RST,99.8627,14.00,951,1042,63952,INDETERMINATE
rbsat-v760c43649gyes6.cnf,2WL,99.9834,15.00,134,134,9457,INDETERMINATE
rbsat-v760c43649gyes6.cnf,VSIDS,100.016,15.00,129,130,8817,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOTCL,99.8636,13.00,938,1032,61151,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOTRST,99.5084,82.00,1690,2154,133437,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOT2WL,99.9619,30.00,255,516,21437,INDETERMINATE
rbsat-v760c43649gyes6.cnf,NOTVSIDS,99.7094,50.00,2499,3329,209952,INDETERMINATE
rbsat-v760c43649gyes6.cnf,CDCL,99.5642,79.00,2456,4013,203519,INDETERMINATE
rbsat-v760c43649gyes8.cnf,DPLL,99.7705,15.00,119,119,7591,INDETERMINATE
rbsat-v760c43649gyes8.cnf,CL,99.7356,46.00,241,336,18617,INDETERMINATE
rbsat-v760c43649gyes8.cnf,RST,99.7737,15.00,928,1022,62138,INDETERMINATE
rbsat-v760c43649gyes8.cnf,2WL,99.8216,15.00,121,121,7706,INDETERMINATE
rbsat-v760c43649gyes8.cnf,VSIDS,100.017,16.00,130,131,7810,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOTCL,99.5591,13.00,891,987,56945,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOTRST,99.3178,110.00,1389,1846,109554,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOT2WL,99.9406,30.00,225,466,19428,INDETERMINATE
rbsat-v760c43649gyes8.cnf,NOTVSIDS,99.759,44.00,2805,3972,224326,INDETERMINATE
rbsat-v760c43649gyes8.cnf,CDCL,99.6588,79.00,2323,3845,191435,INDETERMINATE
rovers1_ks99i.renamed-as.sat05-3971.cnf,DPLL,0.008977,11.00,14593,17935,573131,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,CL,0.00135,11.00,12593,79259,1054074,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,RST,0.002632,11.00,45593,55851,2356003,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,2WL,0.007869,11.00,16648,20460,653831,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,VSIDS,0.008265,11.00,11978,15366,551845,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOTCL,0,11.00,,,,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOTRST,0.006476,11.00,2625,16368,219734,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOT2WL,0.000305,11.00,55738,347541,4665574,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,NOTVSIDS,0.001786,11.00,9518,59910,796753,SATISFIABLE
rovers1_ks99i.renamed-as.sat05-3971.cnf,CDCL,0.002289,11.00,7427,46308,621669,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,DPLL,0,11.00,,,,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,CL,0.00898,11.00,0,42205,81069,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,RST,0.003731,11.00,0,101581,195122,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,2WL,0.0036,11.00,0,105278,202222,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,VSIDS,0.011986,11.00,0,31620,60738,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOTCL,0.007755,11.00,0,48872,93875,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOTRST,0.007771,11.00,0,48771,93682,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOT2WL,0.005538,11.00,0,68436,131455,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,NOTVSIDS,0.009998,11.00,0,37908,72815,SATISFIABLE
satsgi-n26himBHm28-p0-q293.cnf,CDCL,0.006849,11.00,0,55337,106293,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,DPLL,99.9099,12.00,319,319,9374,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,CL,16.9845,14.00,36314,42783,1017116,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,RST,99.902,11.00,2030,2152,62295,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,2WL,99.9167,12.00,326,326,9591,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,VSIDS,99.9865,12.00,394,394,11160,INDETERMINATE
sgen3-n120-s12930489-sat.cnf,NOTCL,10.2899,11.00,3911,4146,110469,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,NOTRST,2.59279,10.00,80309,92360,2291790,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,NOT2WL,0.825616,10.00,51197,63642,1556267,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,NOTVSIDS,10.0773,10.00,71563,87718,2091469,SATISFIABLE
sgen3-n120-s12930489-sat.cnf,CDCL,0.688361,10.00,61405,76332,1866577,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,DPLL,99.8467,105.00,124,377,46972,INDETERMINATE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,CL,2.12268,105.00,151,162398,1494299,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,RST,1.02154,103.00,446,88843,993485,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,2WL,99.8834,88.00,130,380,49135,INDETERMINATE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,VSIDS,99.9043,105.00,126,378,47572,INDETERMINATE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOTCL,0.556245,86.00,489,125288,1357134,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOTRST,1.04244,89.00,342,296975,2594373,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOT2WL,2.11088,104.00,156,143322,1311271,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,NOTVSIDS,1.8748,89.00,176,227159,2269073,SATISFIABLE
smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,CDCL,1.46257,87.00,226,206852,1892518,SATISFIABLE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,DPLL,100.012,14.00,154,155,9669,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,CL,99.9349,48.00,291,347,16464,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,RST,72.462,13.00,1511,1619,101929,SATISFIABLE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,2WL,99.9428,14.00,163,163,10246,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,VSIDS,99.9862,14.00,155,155,9305,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOTCL,99.814,15.00,1108,1188,68102,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOTRST,99.6772,81.00,2037,2495,135446,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOT2WL,99.801,25.00,244,402,19854,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,NOTVSIDS,99.6692,46.00,1363,1847,99909,INDETERMINATE
srhd-sgi-m27-q225-n25-p15-s58217873.cnf,CDCL,42.9307,42.00,2166,3163,177198,SATISFIABLE
traffic_r_sat.cnf,DPLL,99.7885,264.00,170,182,32977,INDETERMINATE
traffic_r_sat.cnf,CL,43.5208,277.00,316,941,105503,SATISFIABLE
traffic_r_sat.cnf,RST,99.8285,281.00,416,615,88812,INDETERMINATE
traffic_r_sat.cnf,2WL,99.7385,200.00,250,262,51141,INDETERMINATE
traffic_r_sat.cnf,VSIDS,99.7917,267.00,172,178,25371,INDETERMINATE
traffic_r_sat.cnf,NOTCL,99.6289,223.00,897,1364,183693,INDETERMINATE
traffic_r_sat.cnf,NOTRST,2.96468,207.00,746,6809,492845,SATISFIABLE
traffic_r_sat.cnf,NOT2WL,31.5007,282.00,237,1335,109175,SATISFIABLE
traffic_r_sat.cnf,NOTVSIDS,6.04722,210.00,904,9154,742845,SATISFIABLE
traffic_r_sat.cnf,CDCL,6.06063,216.00,1233,6940,567446,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,DPLL,0.460946,17.00,900,3074,380199,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,CL,0.187242,16.00,1111,11461,602974,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,RST,0.15688,16.00,1084,9141,365834,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,2WL,0.375199,15.00,1106,3777,467088,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,VSIDS,1.25069,17.00,722,1559,270739,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOTCL,0.324552,15.00,2348,8544,616314,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOTRST,0.086418,15.00,1840,18144,925779,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOT2WL,0.135824,16.00,898,13009,459249,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,NOTVSIDS,0.087732,15.00,1812,32018,811870,SATISFIABLE
vda_gr_rcs_w9.shuffled.cnf,CDCL,0.0823,15.00,1482,21470,757922,SATISFIABLE
